KEY,en,ru
ABILITY_ROCKSONG_DESC,Levitate all rocks. They will automatically fling towards enemies that end movement in line with them.,"Поднимите все камни. Они полетят во врагов, остановившихся на линии с ними."
ABILITY_ROCKSONG2_DESC,"Levitate all rocks. They will automatically fling towards enemies that end movement in line with them.
[s:.7](This spell costs less.)[/s]","Поднимите все камни. Они полетят во врагов, остановившихся на линии с ними.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_ROCKCRUSHER_NAME,Rock Crusher,Камнедробилка
ABILITY_ROCKCRUSHER_DESC,"Jump on top of a rock, exploding it. Deal damage and knock back all adjacent units.","Прыгните на камень, взрывая его. Урон и отбрасывание всем соседям."
ABILITY_ROCKCRUSHER2_DESC,"Jump on top of a rock, exploding it. Deal high damage and knock back all adjacent units.","Прыгните на камень, взрывая его. Высокий урон и отбрасывание всем соседям."
ABILITY_BODYGUARD_NAME,Body Guard,Телохранитель
ABILITY_BODYGUARD_DESC,"The next time an ally is targeted by an enemy, switch places with that ally.","Когда союзника атакуют в следующий раз, вы поменяетесь с ним местами."
ABILITY_BODYGUARD2_DESC,"The next time an ally is targeted by an enemy, switch places with that ally and gain +4 [img:shield].","Когда союзника атакуют в следующий раз, вы поменяетесь с ним местами и получите +4 [img:shield]."
ABILITY_GORE_NAME,Gore,Насаживание
ABILITY_GORE_DESC,"Dash 3 tiles, damage, inflict Bruise and throw what you hit towards your original tile.","Рывок на 3 клетки, урон, Ушиб и бросок цели обратно на ваше старое место."
ABILITY_GORE2_DESC,"Dash 10 tiles, damage, inflict Bruise and throw what you hit towards your original tile.","Рывок на 10 клеток, урон, Ушиб и бросок цели обратно на ваше старое место."
ABILITY_ROCKBLAST_NAME,Rock Blast,Каменный выстрел
ABILITY_ROCKBLAST_DESC,Shoot a rock forward.,Выстрелите камнем вперед.
ABILITY_ROCKBLAST2_DESC,"Shoot a rock forward with Chain Knockback.
[s:.7](This spell costs less.)[/s]","Выстрелите камнем вперед с Цепным отбрасыванием.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_ROCKTOMB_NAME,Rock Tomb,Каменная гробница
ABILITY_ROCKTOMB_DESC,Damage and Petrify a unit within 3 tiles of you.,Урон и Окаменение юниту в радиусе 3.
ABILITY_ROCKTOMB2_DESC,"Damage and Petrify a unit within 5 tiles of you.
[s:.7](This spell costs less.)[/s]","Урон и Окаменение юниту в радиусе 5.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_GRAB_NAME,Grab,Захват
ABILITY_GRAB_DESC,"Pull a unit within 2 tiles towards you, knocking it into you.","Притяните юнита (радиус 2) к себе, ударяя его об себя."
ABILITY_GRAB2_DESC,"Pull a unit within 4 tiles towards you, knocking it into you and inflicting Grappled.","Притяните юнита (радиус 4) к себе, ударяя и накладывая Захват."
ABILITY_FISSURE_NAME,Fissure,Расселина
ABILITY_FISSURE_DESC,Pull all units in a wide line towards the center of that line. This has a 10% chance to Petrify.,Стяните юнитов в широкой линии к центру. 10% шанс Окаменения.
ABILITY_FISSURE2_DESC,Pull all units in a wide line towards the center of that line. This has a 15% chance to Petrify and spawns rocks.,"Стяните юнитов в широкой линии к центру. 15% шанс Окаменения, создает камни."
ABILITY_BIGROCK_NAME,Big Rock,Валун
ABILITY_BIGROCK_DESC,"Drop a boulder on an adjacent tile, damaging and displacing units it lands on.",Сбросьте валун на соседнюю клетку. Урон и смещение.
ABILITY_BIGROCK2_DESC,"Drop a boulder on an adjacent tile, damaging, Stunning and displacing units it lands on.","Сбросьте валун на соседнюю клетку. Урон, Оглушение и смещение."
ABILITY_FLIPFLOP_NAME,Flip Flop,Шлеп-шлеп
ABILITY_FLIPFLOP_DESC,"Jump up to 3 tiles away, damage units you land on, then gain -1 [img:spd].
[s:.7](This spell's mana cost is equal to your [img:spd].
At 0 [img:spd], this spell is Castable once per turn.)[/s]","Прыгните на 3 клетки, урон при посадке, получите -1 [img:spd].
[s:.7](Цена маны = ваша [img:spd].
При 0 [img:spd] можно юзать раз за ход.)[/s]"
ABILITY_FLIPFLOP2_DESC,"Jump up to 4 tiles away, damage units you land on, then gain -1 [img:spd].
If your [img:spd] is 0, this has increased range and damage.
[s:.7](This spell's mana cost is equal to your [img:spd].
At 0 [img:spd], this spell is Castable once per turn.)[/s]","Прыгните на 4 клетки, урон при посадке, получите -1 [img:spd].
Если [img:spd] = 0, дальность и урон растут.
[s:.7](Цена маны = ваша [img:spd].)[/s]
При 0 [img:spd] можно юзать раз за ход.)[/s]"
ABILITY_LUNGE_NAME,Lunge,Выпад
ABILITY_LUNGE_DESC,"Dash forward one tile and attack with Knockback.
This spell uses up your movement action.","Рывок на 1 клетку и атака с Отбрасыванием.
Тратит действие движения."
ABILITY_LUNGE2_DESC,"Dash forward one tile, attack with Knockback and inflict Stun.
This spell uses up your movement action.","Рывок на 1 клетку, атака с Отбрасыванием и Оглушением.
Тратит действие движения."
ABILITY_NUDGE_NAME,Nudge,Тычок
ABILITY_NUDGE_DESC,"Push a unit back 1 tile.
[s:.7](This spell costs 0 mana the first time it's used each turn.)[/s]","Толкните юнита на 1 клетку.
[s:.7](Бесплатно первый раз за ход.)[/s]"
ABILITY_NUDGE2_DESC,"Push a unit back 10 tiles.
[s:.7](This spell costs 0 mana the first time it's used each turn.)[/s]","Толкните юнита на 10 клеток.
[s:.7](Бесплатно первый раз за ход.)[/s]"
ABILITY_STONEBREATH_NAME,Stone Breath,Каменное дыхание
ABILITY_STONEBREATH_DESC,Inflict Petrify on the first unit in a line.,Окаменение первому юниту на линии.
ABILITY_STONEBREATH2_DESC,"Inflict Petrify and Knockback on the first unit in a line.
[s:.7](This spell costs less.)[/s]","Окаменение и Отбрасывание первому юниту на линии.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_MEDUSA_NAME,Gorgon Glare,Взгляд Горгоны
ABILITY_MEDUSA_DESC,Inflict Petrify on all units in your line of sight.,Окаменение всем видимым юнитам.
ABILITY_MEDUSA2_DESC,"Inflict Petrify on all units in your line of sight.
[s:.7](This spell costs less.)[/s]","Окаменение всем видимым юнитам.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_ANCHOR_NAME,Anchor,Якорь
ABILITY_ANCHOR_DESC,Gain +4 Brace until the next time you move.,Получите +4 Стойкости до следующего движения.
ABILITY_ANCHOR2_DESC,"Gain +4 Brace until the next time you move.
Bonus Passive: Knockback immunity.","Получите +4 Стойкости до следующего движения.
Пассивно: Иммунитет к отбрасыванию."
ABILITY_EATROCK_NAME,Eat Rock,Есть камни
ABILITY_EATROCK_DESC,Eat a rock to gain +5 [img:shield] and +1 [img:str].,Съешьте камень: +5 [img:shield] и +1 [img:str].
ABILITY_EATROCK2_DESC,Eat a rock to gain +5 [img:shield] and All Stats Up.,Съешьте камень: +5 [img:shield] и Повышение Всех Хар-к.
ABILITY_PLANTFEET_NAME,Plant Your Feet,Упереться ногами
ABILITY_PLANTFEET_DESC,"Gain +5 [img:shield] and -1 [img:spd]. 
If you are at 0 [img:spd], instead cleanse all of your debuffs.
[s:.7](Castable once per turn.)[/s]","Получите +5 [img:shield] и -1 [img:spd].
Если у вас 0 [img:spd], вместо этого снимите все дебаффы.
[s:.7](Раз за ход.)[/s]"
ABILITY_PLANTFEET2_DESC,"Gain +6 [img:shield] and -1 [img:spd].
If you are at 0 [img:spd], instead cleanse all of your debuffs and gain All Stats Up.
[s:.7](Castable once per turn.)[/s]","Получите +6 [img:shield] и -1 [img:spd].
Если у вас 0 [img:spd], снимите дебаффы и получите Повышение Всех Хар-к.
[s:.7](Раз за ход.)[/s]"
ABILITY_IRONHEAD_NAME,Iron Head,Железная голова
ABILITY_IRONHEAD_DESC,"Dash forward up to 3 tiles, gain +4 [img:shield] then damage and knock back adjacent units.","Рывок до 3 клеток, +4 [img:shield], урон и отбрасывание соседей."
